anio;region_sanitaria;municipio_id;municipio_nombre;establecimiento_id;establecimiento_nombre;dependencia;consultas_odontologicas;consultas_medicas;consultas_paramedicas;interconsultas;egresos;dias_camas_disponible;promedio_camas_disponibles;pacientes_dias;porcentaje_ocupacion;dias_estadia;promedio_dias_estadia;defunciones;giro_de_camas;tasa_mortalidad_hospitalaria
2005;I;060056;Bahía Blanca;;Unidad Sanitaria Villa Ressia;Municipal;0;1203;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Barrio Napostá;Municipal;0;611;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica La Falda;Municipal;0;663;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Barrio Noroeste;Municipal;1571;7541;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Barrio San Martín;Municipal;1152;1416;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Ing. Pedro Pico;Municipal;0;2383;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Bella Vista;Municipal;1256;3704;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Cabildo;Municipal;1135;7328;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Villa Harding Green;Municipal;0;6325;444;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica San José Obrero;Municipal;0;2994;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Hospital Menor Ingeniero White;Municipal;1971;27879;1248;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Villa Mitre;Municipal;0;1785;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Villa Rosas;Municipal;0;1687;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Villa Delfina;Municipal;0;3469;444;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Villa Rosario;Municipal;2493;3822;470;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica San Cayetano;Municipal;0;2163;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Barrio Universitario;Municipal;0;2197;5;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica M.Moreno;Municipal;0;2051;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Barrio Rivadavia;Municipal;0;2470;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Anchorena;Municipal;1825;3069;355;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Pampa Central;Municipal;0;6316;672;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Barrio Patagonia;Municipal;0;2530;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica General Cerri;Municipal;1285;22047;683;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Sanchez Elías;Municipal;0;1440;151;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Villa Floresta;Municipal;0;2449;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Aldea Romana;Municipal;0;2089;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Villa Bordeau;Municipal;0;1981;137;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Centenario;Municipal;0;1393;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Coronel Estomba;Municipal;2261;7480;542;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Km.5;Municipal;392;2018;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Barrio Avellaneda;Municipal;0;7351;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Barrio Luján;Municipal;0;4738;385;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica E. Julio V. Rosas;Municipal;1497;4199;517;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Barrio Miramar;Municipal;0;4862;628;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Barrio Colón;Municipal;0;2187;49;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Barrio Obrero Villa Mitre;Municipal;0;1586;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Loma Paraguaya;Municipal;0;1832;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Villa Belgrano;Municipal;0;2115;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Barrio Saladero;Municipal;0;1078;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Villa Serra;Municipal;0;7616;470;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Villa Esperanza;Municipal;0;5382;318;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica Grumbein;Municipal;1246;4352;620;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Sala Médica 12 de Octubre;Municipal;0;2595;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Unidad Sanitaria Villa Gloria;Municipal;0;2332;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060056;Bahía Blanca;;Centro de Salud Leandro Piñeiro;Municipal;3748;15964;915;0;0;0;0;0;0;0;0;0;0;0
2005;I;060182;Coronel de Marina Leonardo Rosales;;Hospital Local General Eva Perón;Municipal;5907;108898;10766;0;1731;13140;36;5028;38;5078;3;22;48;1
2005;I;060182;Coronel de Marina Leonardo Rosales;;Hogar de Ancianos B. Rivadavia;Municipal;0;0;0;0;8;17975;49;16409;91;21362;2670;7;0;88
2005;I;060182;Coronel de Marina Leonardo Rosales;;Unidad Sanitaria Pehuencó;Municipal;197;4394;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060182;Coronel de Marina Leonardo Rosales;;Unidad Sanitaria Villa Delmar;Municipal;0;932;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060182;Coronel de Marina Leonardo Rosales;;Unidad Sanitaria Bajo Hondo;Municipal;167;371;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060182;Coronel de Marina Leonardo Rosales;;Sala de Primeros Auxilios Va. General Arias;Municipal;200;2196;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060182;Coronel de Marina Leonardo Rosales;;Sala de Primeros Auxilios C. Atlántida;Municipal;0;716;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060182;Coronel de Marina Leonardo Rosales;;Unidad Sanitaria El Trébol;Municipal;0;478;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060182;Coronel de Marina Leonardo Rosales;;Unidad Sanitaria Barrio Luiggi;Municipal;0;977;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060182;Coronel de Marina Leonardo Rosales;;Unidad Sanitaria Nueva Bahía Blanca;Municipal;0;2797;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060182;Coronel de Marina Leonardo Rosales;;Unidad Sanitaria Los Rosales;Municipal;0;398;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060182;Coronel de Marina Leonardo Rosales;;Sala Médica Congreso;Municipal;0;470;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060189;Coronel Dorrego;;Hospital Local Municipal María Eva Duarte de Perón;Municipal;1952;41551;11962;0;1116;21170;58;11536;54;13592;12;47;19;4
2005;I;060189;Coronel Dorrego;;Unidad Sanitaria Eva Duarte de Perón;Municipal;922;8242;401;0;150;10220;28;5679;56;11086;74;10;5;7
2005;I;060189;Coronel Dorrego;;Hogar Geriátrico Pres. N. Ramos Ojeda;Municipal;0;0;0;0;22;7544;41;6392;85;1846;84;0;1;0
2005;I;060189;Coronel Dorrego;;Unidad Sanitaria L. Guisasola;Municipal;73;2868;1043;0;0;0;0;0;0;0;0;0;0;0
2005;I;060189;Coronel Dorrego;;Unidad Sanitaria Aparicio;Municipal;39;235;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060189;Coronel Dorrego;;Unidad Sanitaria Irene;Municipal;0;420;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060189;Coronel Dorrego;;Unidad Sanitaria San Román;Municipal;0;221;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060189;Coronel Dorrego;;Unidad Sanitaria S. Loydi;Municipal;211;1562;180;0;0;0;0;0;0;0;0;0;0;0
2005;I;060189;Coronel Dorrego;;Sala de Primeros Auxilios Marisol;Municipal;0;872;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060189;Coronel Dorrego;;Unidad Sanitaria Dr. Juan C. Conti;Municipal;0;1055;153;0;0;0;0;0;0;0;0;0;0;0
2005;I;060196;Coronel Pringles;;Hospital Local Dr. Manuel Cabrera;Municipal;3653;47878;8059;0;2677;39623;109;28107;71;24364;9;116;25;4
2005;I;060196;Coronel Pringles;;Unidad Sanitaria Desio;Municipal;251;4148;0;0;33;1825;5;419;23;112;3;1;7;3
2005;I;060196;Coronel Pringles;;Unidad Sanitaria H.Irigoyen;Municipal;434;875;1043;0;0;0;0;0;0;0;0;0;0;0
2005;I;060196;Coronel Pringles;;Unidad Sanitaria Dr. Hugo Maggi;Municipal;423;1086;469;0;0;0;0;0;0;0;0;0;0;0
2005;I;060196;Coronel Pringles;;Unidad Sanitaria Dr. Lozano;Municipal;335;1521;875;0;0;0;0;0;0;0;0;0;0;0
2005;I;060196;Coronel Pringles;;Unidad Sanitaria Dr. Alberto Roulier;Municipal;188;930;314;0;0;0;0;0;0;0;0;0;0;0
2005;I;060196;Coronel Pringles;;Unidad Sanitaria Dr. A.González;Municipal;284;1192;437;0;0;0;0;0;0;0;0;0;0;0
2005;I;060203;Coronel Suárez;;Hospital Local Municipal de Coronel Suárez;Municipal;3220;67537;2634;0;3057;19735;54;12203;62;12390;4;130;57;4
2005;I;060203;Coronel Suárez;;Hospital Local de Huanguelén;Municipal;3424;6753;1384;0;774;7147;20;3042;43;3013;4;32;39;4
2005;I;060203;Coronel Suárez;;Hogar de Ancianos Domingo Goñi;Municipal;0;1510;0;0;102;52925;145;47719;90;55159;541;22;1;22
2005;I;060203;Coronel Suárez;;Unidad Sanitaria La Cascada;Municipal;0;1033;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060203;Coronel Suárez;;Unidad Sanitaria Curumalal;Municipal;0;308;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060203;Coronel Suárez;;Unidad Sanitaria Dr. Frayman;Municipal;493;11001;635;0;0;0;0;0;0;0;0;0;0;0
2005;I;060203;Coronel Suárez;;Unidad Sanitaria Pasman;Municipal;0;2046;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060203;Coronel Suárez;;Unidad Sanitaria Sta. Trinidad;Municipal;0;5219;179;0;0;0;0;0;0;0;0;0;0;0
2005;I;060203;Coronel Suárez;;Unidad Sanitaria San José;Municipal;0;4234;288;0;0;0;0;0;0;0;0;0;0;0
2005;I;060203;Coronel Suárez;;Unidad Sanitaria Villa Belgrano;Municipal;0;7699;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060203;Coronel Suárez;;Unidad Sanitaria San Cayetano;Municipal;0;4512;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060203;Coronel Suárez;;Unidad Sanitaria Barrio Puente Chico;Municipal;0;1993;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060399;Guaminí;;Hospital Municipal de Guaminí;Municipal;2175;24046;4472;0;718;16808;46;8132;48;19211;27;26;16;4
2005;I;060399;Guaminí;;Hogar de Ancianos Eva Perón;Municipal;0;0;0;0;6;16425;45;15999;97;16878;2813;0;0;0
2005;I;060399;Guaminí;;Hogar Geriátrico El Jardín de los Abuelos;Municipal;0;0;0;0;0;830;9;830;100;0;0;0;0;0
2005;I;060399;Guaminí;;Unidad Sanitaria Garré;Municipal;0;2420;717;0;0;0;0;0;0;0;0;0;0;0
2005;I;060399;Guaminí;;Unidad Sanitaria Arroyo Venado;Municipal;0;976;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060399;Guaminí;;Sala de Primeros Auxilios Laguna Cochicó;Municipal;0;668;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060553;Monte Hermoso;;Hospital Menor Dr. Carrillo;Municipal;1477;23443;4162;0;461;6516;18;2609;40;6848;15;9;26;2
2005;I;060553;Monte Hermoso;;Sala del Barrio San Martín;Municipal;0;1702;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060553;Monte Hermoso;;Sala Sauce Grande;Municipal;0;1644;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060553;Monte Hermoso;;Puesto Sanitario Costanera y Patagonia;Municipal;0;1535;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060602;Patagones;;HospitalLocal Dr. Pedro Ecay;Municipal;4783;56095;15518;0;2580;41262;113;26848;65;15991;6;66;23;3
2005;I;060602;Patagones;;Hospital Local Stroeder;Municipal;2067;9336;1889;0;200;5840;16;1280;22;863;4;11;13;6
2005;I;060602;Patagones;;Hospital Local Villalonga;Municipal;681;13426;294;0;192;8760;24;778;9;766;4;7;8;4
2005;I;060602;Patagones;;Unidad Sanitaria J. Pradere;Municipal;644;6399;85;0;0;0;0;0;0;0;0;0;0;0
2005;I;060602;Patagones;;Unidad Sanitaria San Blas;Municipal;600;2162;139;0;0;0;0;0;0;0;0;0;0;0
2005;I;060602;Patagones;;Unidad Sanitaria V. del Carmen;Municipal;3406;4660;288;0;0;0;0;0;0;0;0;0;0;0
2005;I;060602;Patagones;;Unidad Sanitaria J. B. Casas;Municipal;111;170;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060602;Patagones;;Unidad Sanitaria Cardenal Cagliero;Municipal;295;324;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060602;Patagones;;Unidad Sanitaria Villa Morando;Municipal;0;4738;693;0;0;0;0;0;0;0;0;0;0;0
2005;I;060602;Patagones;;Unidad Sanitaria Barrio Lindo;Municipal;945;2425;269;0;0;0;0;0;0;0;0;0;0;0
2005;I;060602;Patagones;;Centro Periféricoérico Barrio Progreso;Municipal;0;3166;156;0;0;0;0;0;0;0;0;0;0;0
2005;I;060651;Puán;;Hospital Gobernador Marcelino Ugarte;Municipal;852;43527;7314;0;1661;26280;72;17750;68;18629;11;41;23;2
2005;I;060651;Puán;;Unidad Sanitaria Bordenave;Municipal;2600;10706;355;0;100;9490;26;7818;82;12216;122;9;4;9
2005;I;060651;Puán;;Unidad Sanitaria Della Cerviño;Municipal;605;9292;0;0;58;4391;12;4205;96;2395;41;5;5;9
2005;I;060651;Puán;;Unidad Sanitaria Felipe Solá;Municipal;617;3458;171;0;32;8030;22;6755;84;8636;270;9;1;28
2005;I;060651;Puán;;Hospital Local Especializado Villa Iris;Municipal;2748;10804;2311;0;157;12416;34;10363;83;7507;48;10;5;6
2005;I;060651;Puán;;Unidad Sanitariaan. y Hogar Geriátrico El Centenario;Municipal;0;0;0;0;0;1472;8;1288;88;0;0;0;0;0
2005;I;060651;Puán;;Unidad Sanitaria de Azopardo;Municipal;0;4010;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060651;Puán;;Unidad Sanitaria San Germán;Municipal;0;2229;75;0;0;0;0;0;0;0;0;0;0;0
2005;I;060651;Puán;;Equipo Móvil de Salud;Municipal;2729;2059;3443;0;0;0;0;0;0;0;0;0;0;0
2005;I;060700;Saavedra;;Hospital y Maternidad de Pigüé;Municipal;3415;34575;9321;0;2143;41245;113;31562;77;31074;15;92;19;4
2005;I;060700;Saavedra;;Hospital Local Especializado;Municipal;0;4222;2197;0;4;10950;30;9993;91;4868;1217;0;0;0
2005;I;060700;Saavedra;;Hospital Municipal de Saavedra;Municipal;863;7012;205;0;402;16425;45;10290;63;15847;39;9;9;2
2005;I;060700;Saavedra;;Unidad Sanitaria Arroyo Corto;Municipal;402;2511;0;0;1;3285;9;3254;99;837;837;1;0;100
2005;I;060700;Saavedra;;Unidad Sanitaria Espartillar;Municipal;591;2305;0;0;5;2920;8;2154;74;7096;1419;2;1;40
2005;I;060700;Saavedra;;Unidad Sanitaria Perif. Goyena;Municipal;342;2165;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060700;Saavedra;;Unidad Sanitaria Dufaur;Municipal;222;2773;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060700;Saavedra;;Unidad Sanitaria Dr. Brodsay;Municipal;0;2045;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060700;Saavedra;;Unidad Sanitaria San Martín;Municipal;0;2377;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060700;Saavedra;;Unidad Sanitaria Barrio Ducos;Municipal;0;202;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060819;Tornquist;;Hospital Local de Tornquist;Municipal;3625;28632;813;0;509;12772;35;10390;81;2517;5;16;15;3
2005;I;060819;Tornquist;;Unidad Sanitaria Dr. Luis Agote;Municipal;209;4344;113;0;0;0;0;0;0;0;0;0;0;0
2005;I;060819;Tornquist;;Hogar de Ancianos Adela Frizza;Municipal;0;0;0;0;0;4708;22;4708;100;0;0;0;0;0
2005;I;060819;Tornquist;;Unidad Sanitaria E. Aldaya;Municipal;508;7614;492;0;0;0;0;0;0;0;0;0;0;0
2005;I;060819;Tornquist;;Unidad Sanitaria Chasicó;Municipal;375;1971;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060819;Tornquist;;Unidad Sanitaria Tres Picos;Municipal;0;332;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060819;Tornquist;;Unidad Sanitaria Villa Ventana;Municipal;283;2228;30;0;0;0;0;0;0;0;0;0;0;0
2005;I;060819;Tornquist;;Unidad Sanitaria Rosa M. de Boaló;Municipal;0;4428;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060819;Tornquist;;Unidad Sanitaria Dr. Luis D. Berretini;Municipal;0;5153;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060833;Tres Arroyos;;Hospital Ignacio Pirovano;Municipal;2705;77656;14379;0;3412;49827;137;33229;67;31167;9;166;25;5
2005;I;060833;Tres Arroyos;;Unidad Sanitaria Orense;Municipal;1033;2323;942;0;146;5840;16;2133;37;7218;49;8;9;5
2005;I;060833;Tres Arroyos;;Unidad Sanitaria Claromecó;Municipal;0;5931;230;0;0;0;0;0;0;0;0;0;0;0
2005;I;060833;Tres Arroyos;;Unidad Sanitaria Copetonas;Municipal;0;3358;276;0;0;0;0;0;0;0;0;0;0;0
2005;I;060833;Tres Arroyos;;Unidad Sanitaria Cascallares;Municipal;0;2230;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060833;Tres Arroyos;;Unidad Sanitaria B. Reta;Municipal;0;4224;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060833;Tres Arroyos;;Unidad Sanitaria Fco. Bellocq;Municipal;525;2264;289;0;0;0;0;0;0;0;0;0;0;0
2005;I;060833;Tres Arroyos;;Unidad Sanitaria A. Mayol;Municipal;0;178;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060833;Tres Arroyos;;Sala de Primeros Auxilios Barrio Municipal;Municipal;1249;1116;1712;0;0;0;0;0;0;0;0;0;0;0
2005;I;060833;Tres Arroyos;;Sala de Primeros Auxilios Ranchos V. de Luján;Municipal;876;3130;1595;0;0;0;0;0;0;0;0;0;0;0
2005;I;060833;Tres Arroyos;;Unidad Sanitaria 25 de Mayo y Libertad;Municipal;2616;2734;1982;0;0;0;0;0;0;0;0;0;0;0
2005;I;060833;Tres Arroyos;;Unidad Sanitaria Barrio Sta. Teresita;Municipal;1750;1712;1663;0;0;0;0;0;0;0;0;0;0;0
2005;I;060833;Tres Arroyos;;Unidad Sanitaria Ruta 3 Sur;Municipal;1062;2088;1746;0;0;0;0;0;0;0;0;0;0;0
2005;I;060833;Tres Arroyos;;Unidad Sanitaria Colegiales;Municipal;1673;2200;1805;0;0;0;0;0;0;0;0;0;0;0
2005;I;060833;Tres Arroyos;;Unidad Sanitaria Villa Italia;Municipal;2152;3667;1424;0;0;0;0;0;0;0;0;0;0;0
2005;I;060833;Tres Arroyos;;Unidad Sanitaria Fonavi Terminal;Municipal;567;1629;1401;0;0;0;0;0;0;0;0;0;0;0
2005;I;060875;Villarino;;Hospital Subzonal Especializado;Provincial;969;11886;2384;0;84;24679;68;21592;87;20925;249;18;1;21
2005;I;060875;Villarino;;Hospital Menor A. Bertoni;Municipal;340;9231;1371;0;244;4015;11;1179;29;999;4;9;22;4
2005;I;060875;Villarino;;Hospital Local General Pedro Luro;Municipal;1659;26186;2965;0;835;10401;28;3318;32;2792;3;11;30;1
2005;I;060875;Villarino;;Hospital Menor M. Buratovich;Municipal;7002;18988;1585;0;332;4595;13;1933;42;1959;6;14;26;4
2005;I;060875;Villarino;;Unidad Sanitaria H. Ascasubi;Municipal;675;14548;1889;0;0;0;0;0;0;0;0;0;0;0
2005;I;060875;Villarino;;Colonia La Merced;Municipal;0;1314;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060875;Villarino;;C.A.P.S. N° 1;Municipal;492;3459;733;0;0;0;0;0;0;0;0;0;0;0
2005;I;060875;Villarino;;C.A.P.S. N° 3;Municipal;0;8460;680;0;0;0;0;0;0;0;0;0;0;0
2005;I;060875;Villarino;;Centro At. Prim. N° 2 Colonia San Adolfo;Municipal;0;587;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060875;Villarino;;Sala de Primeros Auxilios Argerich;Municipal;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2005;I;060875;Villarino;;Sala de Primeros Auxilios Teniente Origone;Municipal;0;432;0;0;0;0;0;0;0;0;0;0;0;0
2005;II;060147;Carlos Casares;;Hospital Municipal Dr. Julio Ramos;Municipal;3966;25928;5216;2276;3068;51465;141;40612;79;27700;9;143;22;5
2005;II;060147;Carlos Casares;;Hospital Local Especializado Materno Infantil;Municipal;3259;27573;5277;0;1007;8395;23;2714;32;2348;2;2;44;0
2005;II;060147;Carlos Casares;;Unidad Sanitaria y Asilo Dr. A. Schweitzer;Municipal;238;791;0;0;8;6478;18;5410;84;2832;354;0;0;0
2005;II;060147;Carlos Casares;;Unidad Sanitaria Bellocq;Municipal;349;1702;0;0;0;0;0;0;0;0;0;0;0;0
2005;II;060147;Carlos Casares;;Unidad Sanitaria Smith;Municipal;387;1953;156;0;0;0;0;0;0;0;0;0;0;0
2005;II;060147;Carlos Casares;;Unidad Sanitaria Santa Teresa;Municipal;0;1125;319;0;0;0;0;0;0;0;0;0;0;0
2005;II;060147;Carlos Casares;;Centro Periféricoérico de Salud Evita;Municipal;932;2760;1470;0;0;0;0;0;0;0;0;0;0;0
2005;II;060147;Carlos Casares;;Unidad Sanitaria Mauricio Hirsch;Municipal;205;530;0;0;0;0;0;0;0;0;0;0;0;0
2005;II;060147;Carlos Casares;;Unidad Sanitaria Cadret;Municipal;223;329;0;0;0;0;0;0;0;0;0;0;0;0
2005;II;060147;Carlos Casares;;Unidad Sanitaria Moctezuma;Municipal;352;3787;659;0;0;0;0;0;0;0;0;0;0;0
2005;II;060147;Carlos Casares;;Unidad Sanitaria Ordoqui;Municipal;293;1056;0;0;0;0;0;0;0;0;0;0;0;0
2005;II;060147;Carlos Casares;;S. P. Auxilios Sind. Trab. y Empl. Municipales;Municipal;0;387;154;0;0;0;0;0;0;0;0;0;0;0
2005;II;060147;Carlos Casares;;Centro Periféricoérico Dr. Jose Passerini;Municipal;0;1386;870;0;0;0;0;0;0;0;0;0;0;0
2005;II;060147;Carlos Casares;;Sala de Primeros Auxilios Dr. R. Gutiérrez;Municipal;872;2287;1037;0;0;0;0;0;0;0;0;0;0;0
2005;II;060154;Carlos Tejedor;;Hospital Municipal Garré;Municipal;3137;17209;992;0;1151;10220;28;5024;49;4789;4;46;41;4
2005;II;060154;Carlos Tejedor;;Hospital Municipal J. Ressano;Municipal;842;9013;999;0;515;10980;30;6212;57;5696;11;18;17;3
